<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDCHF,20180430,17:00,0.98945,0.99068,0.98924,0.99012,5308640000
USDCHF,20180430,18:00,0.99012,0.99088,0.98937,0.9908,4554380000
USDCHF,20180430,19:00,0.99081,0.99134,0.99035,0.99093,2713230000
USDCHF,20180430,20:00,0.99094,0.99095,0.99042,0.99082,1270230000
USDCHF,20180430,21:00,0.9908,0.9909,0.98996,0.99057,6150720000
USDCHF,20180430,22:00,0.99055,0.99086,0.99037,0.99069,788120000
USDCHF,20180430,23:00,0.9907,0.99081,0.99054,0.99067,863690000
NZDUSD,20180401,21:00,0.72263,0.72352,0.72263,0.72352,125960000
NZDUSD,20180401,22:00,0.72351,0.72384,0.7232,0.72348,726990000
NZDUSD,20180401,23:00,0.72348,0.72367,0.72305,0.72336,1825580000
NZDUSD,20180402,0:0,0.72334,0.72365,0.72289,0.7234,3066710000
NZDUSD,20180402,10:00,0.72338,0.72351,0.72257,0.72292,2491410000
NZDUSD,20180402,20:00,0.72293,0.72312,0.72246,0.72294,1767970000
NZDUSD,20180402,3:00,0.72292,0.72336,0.7228,0.72302,1192400000
NZDUSD,20180402,4:00,0.72302,0.7231,0.72262,0.7228,1278030000
NZDUSD,20180402,5:00,0.7228,0.72301,0.72256,0.723,936430000
NZDUSD,20180402,6:00,0.723,0.72324,0.72253,0.72323,1545370000
NZDUSD,20180402,7:00,0.72321,0.72359,0.72308,0.72359,1393650000
NZDUSD,20180402,8:00,0.72357,0.72357,0.72301,0.72301,1161840000
NZDUSD,20180402,9:00,0.72302,0.72323,0.72289,0.72297,705120000
NZDUSD,20180402,10:00,0.72297,0.72338,0.72297,0.7233,883580000
NZDUSD,20180402,11:00,0.72331,0.724,0.7233,0.7238,2014650000
NZDUSD,20180402,12:00,0.72381,0.72393,0.72287,0.72296,3751700000
NZDUSD,20180402,13:00,0.72297,0.72354,0.7222,0.72233,4197300000
NZDUSD,20180402,14:00,0.72232,0.72358,0.72179,0.72257,5889880000
NZDUSD,20180402,15:00,0.72256,0.72265,0.72131,0.72159,4929410000
NZDUSD,20180402,16:00,0.72162,0.72175,0.7212,0.72148,3663090000
NZDUSD,20180402,17:00,0.72147,0.72183,0.72102,0.72152,4794530000
NZDUSD,20180402,18:00,0.72149,0.72162,0.72117,0.72132,4162360000
NZDUSD,20180402,19:00,0.72128,0.72213,0.72111,0.72202,3503080000
NZDUSD,20180402,20:00,0.72204,0.72204,0.72082,0.72082,2055800000
NZDUSD,20180402,21:00,0.72083,0.72161,0.72082,0.7213,1027060000
NZDUSD,20180402,22:00,0.72131,0.72146,0.72087,0.72091,761650000
NZDUSD,20180402,23:00,0.72094,0.72128,0.72003,0.72022,1544520000
NZDUSD,20180403,0:0,0.7202,0.72122,0.7202,0.72072,1907530000
NZDUSD,20180403,10:00,0.72072,0.72106,0.71948,0.72026,3009990000
NZDUSD,20180403,20:00,0.72026,0.72103,0.72016,0.72092,2263490000
NZDUSD,20180403,3:00,0.72089,0.72144,0.72052,0.72129,2434210000
NZDUSD,20180403,4:00,0.72129,0.72252,0.72118,0.72252,3163660000
NZDUSD,20180403,5:00,0.72252,0.72373,0.72246,0.7234,2835510000
NZDUSD,20180403,6:00,0.7234,0.72629,0.72307,0.72599,4302260000
NZDUSD,20180403,7:00,0.72602,0.72612,0.72496,0.72555,3617660000
NZDUSD,20180403,8:00,0.72554,0.72587,0.7246,0.72494,3478470000
NZDUSD,20180403,9:00,0.72494,0.7253,0.72455,0.72489,2880780000
NZDUSD,20180403,10:00,0.7249,0.72551,0.72437,0.72448,3609000000
NZDUSD,20180403,11:00,0.72448,0.72479,0.72437,0.72448,2949990000
NZDUSD,20180403,12:00,0.72448,0.72705,0.72447,0.7266,4810370000
NZDUSD,20180403,13:00,0.7266,0.72662,0.72522,0.72579,6510570000
NZDUSD,20180403,14:00,0.72579,0.72592,0.7246,0.72557,6989840000
NZDUSD,20180403,15:00,0.72557,0.72636,0.72546,0.72573,4242510000
NZDUSD,20180403,16:00,0.72573,0.72664,0.72573,0.72658,3717390000
NZDUSD,20180403,17:00,0.72657,0.72686,0.72576,0.72577,3246890000
NZDUSD,20180403,18:00,0.72577,0.72627,0.72555,0.72602,2810690000
NZDUSD,20180403,19:00,0.72602,0.72637,0.72478,0.72527,2781160000
NZDUSD,20180403,20:00,0.72527,0.72577,0.72489,0.72549,1070170000
NZDUSD,20180403,21:00,0.7254,0.72567,0.7253,0.72566,963200000
NZDUSD,20180403,22:00,0.72562,0.7263,0.72556,0.7262,638140000
NZDUSD,20180403,23:00,0.72619,0.72656,0.72574,0.72619,1163400000
NZDUSD,20180404,0:0,0.7262,0.72666,0.72548,0.7261,2146230000
NZDUSD,20180404,10:00,0.72608,0.72732,0.726,0.72732,3341130000
NZDUSD,20180404,20:00,0.72731,0.72885,0.72726,0.72865,3408550000
NZDUSD,20180404,3:00,0.72863,0.72955,0.72839,0.72913,2061150000
NZDUSD,20180404,4:00,0.72913,0.72958,0.72898,0.72898,1428400000
NZDUSD,20180404,5:00,0.72898,0.72903,0.72797,0.72883,2359380000
NZDUSD,20180404,6:00,0.72883,0.72883,0.72795,0.72846,4016790000
NZDUSD,20180404,7:00,0.72846,0.72928,0.72787,0.72855,5733610000
NZDUSD,20180404,8:00,0.72855,0.72907,0.72723,0.72882,5831080000
NZDUSD,20180404,9:00,0.72882,0.729,0.72807,0.72813,4650840000
NZDUSD,20180404,10:00,0.72813,0.7284,0.72733,0.72808,4904710000
NZDUSD,20180404,11:00,0.72808,0.72882,0.72798,0.72871,3769910000
NZDUSD,20180404,12:00,0.72871,0.72939,0.72807,0.72908,5864620000
NZDUSD,20180404,13:00,0.7291,0.72976,0.72888,0.72898,5219950000
NZDUSD,20180404,14:00,0.72898,0.72989,0.7289,0.72942,6031380000
NZDUSD,20180404,15:00,0.72942,0.72966,0.72864,0.72958,3715670000
NZDUSD,20180404,16:00,0.72958,0.73072,0.72925,0.73053,3216690000
NZDUSD,20180404,17:00,0.73053,0.7309,0.72957,0.73051,3804820000
NZDUSD,20180404,18:00,0.7305,0.73099,0.73033,0.73079,3692130000
NZDUSD,20180404,19:00,0.73074,0.73108,0.73045,0.73071,2117780000
NZDUSD,20180404,20:00,0.73071,0.73071,0.73022,0.73041,1926560000
NZDUSD,20180404,21:00,0.7304,0.73106,0.72964,0.731,1439120000
NZDUSD,20180404,22:00,0.73097,0.73184,0.7308,0.73174,1151710000
NZDUSD,20180404,23:00,0.73174,0.73208,0.73109,0.73178,1145140000
NZDUSD,20180405,0:0,0.7318,0.73222,0.73116,0.73153,2605510000
NZDUSD,20180405,10:00,0.73156,0.73169,0.73069,0.7309,2703040000
NZDUSD,20180405,20:00,0.73089,0.73111,0.73028,0.73033,1841710000
NZDUSD,20180405,3:00,0.73031,0.73043,0.72979,0.73023,2228820000
NZDUSD,20180405,4:00,0.73022,0.73025,0.729,0.72909,2732810000
NZDUSD,20180405,5:00,0.7291,0.7292,0.72815,0.7284,2564360000
NZDUSD,20180405,6:00,0.7284,0.72901,0.72803,0.72891,3187100000
NZDUSD,20180405,7:00,0.72891,0.72975,0.72821,0.72859,5131800000
NZDUSD,20180405,8:00,0.72856,0.72902,0.72841,0.72849,4165330000
NZDUSD,20180405,9:00,0.72849,0.72865,0.72809,0.72823,3884420000
NZDUSD,20180405,10:00,0.72822,0.72859,0.72753,0.72853,2526720000
NZDUSD,20180405,11:00,0.72853,0.72919,0.72847,0.72899,3523700000
NZDUSD,20180405,12:00,0.729,0.73041,0.729,0.7291,6284990000
NZDUSD,20180405,13:00,0.72909,0.72962,0.72887,0.72909,5882710000
NZDUSD,20180405,14:00,0.7291,0.72919,0.72632,0.72712,6045310000
NZDUSD,20180405,15:00,0.72712,0.72745,0.72654,0.72708,5179760000
NZDUSD,20180405,16:00,0.72708,0.72734,0.72658,0.72668,3356700000
NZDUSD,20180405,17:00,0.72668,0.72706,0.7262,0.7268,2148090000
NZDUSD,20180405,18:00,0.72681,0.72731,0.72671,0.72697,2601490000
NZDUSD,20180405,19:00,0.72696,0.727,0.7263,0.72648,2519380000
NZDUSD,20180405,20:00,0.72648,0.72817,0.7262,0.7271,1522580000
NZDUSD,20180405,21:00,0.72704,0.72754,0.72695,0.72712,1278540000
NZDUSD,20180405,22:00,0.72712,0.72774,0.72671,0.72677,1297240000
NZDUSD,20180405,23:00,0.72676,0.72698,0.72549,0.72613,3365780000
NZDUSD,20180406,0:0,0.72613,0.72693,0.72573,0.72593,4122580000
NZDUSD,20180406,10:00,0.72585,0.72695,0.72584,0.7269,4716550000
NZDUSD,20180406,20:00,0.7269,0.72696,0.72585,0.72625,2739950000
NZDUSD,20180406,3:00,0.72627,0.72686,0.72608,0.72625,3446870000
NZDUSD,20180406,4:00,0.72626,0.72646,0.72584,0.72586,3256180000
NZDUSD,20180406,5:00,0.72586,0.72612,0.72549,0.72611,4418620000
NZDUSD,20180406,6:00,0.7261,0.72612,0.72463,0.72476,5412410000
NZDUSD,20180406,7:00,0.72478,0.72521,0.72453,0.72497,4590770000
NZDUSD,20180406,8:00,0.72495,0.72541,0.72446,0.72457,4783800000
NZDUSD,20180406,9:00,0.72455,0.72531,0.72452,0.72474,4026330000
NZDUSD,20180406,10:00,0.72474,0.72521,0.72444,0.72487,4796940000
NZDUSD,20180406,11:00,0.72487,0.72493,0.72437,0.72476,4753920000
NZDUSD,20180406,12:00,0.72476,0.7266,0.72427,0.72567,8970440000
NZDUSD,20180406,13:00,0.72566,0.72688,0.72537,0.72635,8964160000
NZDUSD,20180406,14:00,0.72635,0.72698,0.72572,0.72651,7149680000
NZDUSD,20180406,15:00,0.72649,0.72748,0.72595,0.72721,6714750000
NZDUSD,20180406,16:00,0.72721,0.72767,0.72667,0.72735,5614800000
NZDUSD,20180406,17:00,0.72733,0.7274,0.72634,0.72676,6506730000
NZDUSD,20180406,18:00,0.72676,0.72749,0.72673,0.72684,6473990000
NZDUSD,20180406,19:00,0.72684,0.72821,0.72676,0.72776,4746120000
NZDUSD,20180406,20:00,0.72776,0.72785,0.72667,0.72667,1747950000
NZDUSD,20180408,21:00,0.72649,0.72783,0.72643,0.72689,683520000
NZDUSD,20180408,22:00,0.72689,0.72772,0.72683,0.72768,767890000
NZDUSD,20180408,23:00,0.72769,0.72784,0.727,0.72728,1537460000
NZDUSD,20180409,0:0,0.7273,0.72895,0.7272,0.72853,2267430000
NZDUSD,20180409,10:00,0.72852,0.72916,0.72834,0.72883,2818300000
NZDUSD,20180409,20:00,0.72884,0.72954,0.72874,0.72944,2100560000
NZDUSD,20180409,3:00,0.72944,0.72945,0.7286,0.72902,3865240000
NZDUSD,20180409,4:00,0.72901,0.72973,0.729,0.72965,2563060000
NZDUSD,20180409,5:00,0.72966,0.73039,0.72961,0.73023,3018400000
NZDUSD,20180409,6:00,0.73023,0.73052,0.7296,0.73027,5904830000
NZDUSD,20180409,7:00,0.73026,0.7303,0.72855,0.72928,8284760000
NZDUSD,20180409,8:00,0.72928,0.72963,0.72889,0.72927,5843490000
NZDUSD,20180409,9:00,0.72926,0.72988,0.72864,0.72865,3596400000
NZDUSD,20180409,10:00,0.72865,0.72874,0.7279,0.72862,5001680000
NZDUSD,20180409,11:00,0.72861,0.72915,0.72805,0.7288,4826280000
NZDUSD,20180409,12:00,0.72879,0.7298,0.72857,0.72979,3836470000
NZDUSD,20180409,13:00,0.72978,0.7303,0.72909,0.72999,4968620000
NZDUSD,20180409,14:00,0.72999,0.73107,0.72953,0.73075,4974150000
NZDUSD,20180409,15:00,0.73076,0.73211,0.73059,0.73185,3798320000
NZDUSD,20180409,16:00,0.73185,0.73239,0.73153,0.73198,4891450000
NZDUSD,20180409,17:00,0.73197,0.73223,0.73173,0.73183,3651450000
NZDUSD,20180409,18:00,0.73183,0.73203,0.73151,0.73173,3326560000
NZDUSD,20180409,19:00,0.73169,0.73188,0.73045,0.73074,3498550000
NZDUSD,20180409,20:00,0.73076,0.73076,0.73031,0.73057,1532280000
NZDUSD,20180409,21:00,0.73057,0.73079,0.73038,0.73078,2361980000
NZDUSD,20180409,22:00,0.73077,0.73101,0.7303,0.73044,781850000
NZDUSD,20180409,23:00,0.73046,0.73096,0.73031,0.73058,1966800000
NZDUSD,20180410,0:0,0.73056,0.73187,0.73052,0.73132,2653790000
NZDUSD,20180410,10:00,0.73132,0.73185,0.73089,0.73174,4888360000
NZDUSD,20180410,20:00,0.73174,0.73314,0.73135,0.73294,5697120000
NZDUSD,20180410,3:00,0.73294,0.73324,0.73249,0.73252,3219910000
NZDUSD,20180410,4:00,0.73252,0.73323,0.73249,0.73323,2162210000
NZDUSD,20180410,5:00,0.73323,0.73324,0.73268,0.73314,3143920000
NZDUSD,20180410,6:00,0.73314,0.73437,0.73295,0.73422,3324580000
NZDUSD,20180410,7:00,0.73422,0.73476,0.73361,0.73362,4978240000
NZDUSD,20180410,8:00,0.73361,0.73431,0.73286,0.73421,4989630000
NZDUSD,20180410,9:00,0.73421,0.73446,0.73399,0.73406,3315620000
NZDUSD,20180410,10:00,0.73406,0.73493,0.7338,0.73449,3347740000
NZDUSD,20180410,11:00,0.73451,0.73561,0.73448,0.73508,5490170000
NZDUSD,20180410,12:00,0.73506,0.73554,0.73434,0.73448,6030780000
NZDUSD,20180410,13:00,0.73447,0.73609,0.73444,0.73601,7276020000
NZDUSD,20180410,14:00,0.73601,0.73704,0.73576,0.73651,5943870000
NZDUSD,20180410,15:00,0.73652,0.73699,0.7357,0.73628,5095910000
NZDUSD,20180410,16:00,0.7363,0.73658,0.73599,0.73608,4093070000
NZDUSD,20180410,17:00,0.7361,0.73692,0.73596,0.73657,4593730000
NZDUSD,20180410,18:00,0.73657,0.73758,0.73643,0.73738,2660530000
NZDUSD,20180410,19:00,0.73738,0.73749,0.73692,0.73694,1036720000
NZDUSD,20180410,20:00,0.73694,0.73696,0.73599,0.73599,1309690000
NZDUSD,20180410,21:00,0.73599,0.73659,0.73516,0.73638,928820000
NZDUSD,20180410,22:00,0.73639,0.73687,0.73635,0.73686,890430000
NZDUSD,20180410,23:00,0.73687,0.73749,0.73661,0.73693,2071030000
NZDUSD,20180411,0:0,0.73693,0.73718,0.73653,0.73659,2865490000
NZDUSD,20180411,10:00,0.73659,0.73704,0.73618,0.73622,3832590000
NZDUSD,20180411,20:00,0.73625,0.73629,0.73528,0.73528,3344190000
NZDUSD,20180411,3:00,0.73527,0.73536,0.73479,0.73511,2176940000
NZDUSD,20180411,4:00,0.7351,0.73514,0.73467,0.73474,2008130000
NZDUSD,20180411,5:00,0.73474,0.73545,0.73456,0.73506,2716910000
NZDUSD,20180411,6:00,0.73506,0.7361,0.73496,0.73558,2712520000
NZDUSD,20180411,7:00,0.73558,0.73641,0.73534,0.73598,4358440000
NZDUSD,20180411,8:00,0.73598,0.73638,0.73585,0.73632,4042850000
NZDUSD,20180411,9:00,0.73631,0.73671,0.73617,0.73657,3009080000
NZDUSD,20180411,10:00,0.73657,0.73686,0.73647,0.73668,2766290000
NZDUSD,20180411,11:00,0.73672,0.73693,0.73622,0.73632,4642780000
NZDUSD,20180411,12:00,0.73631,0.73699,0.73617,0.73639,5722260000
NZDUSD,20180411,13:00,0.73639,0.7367,0.73573,0.73641,4711800000
NZDUSD,20180411,14:00,0.73641,0.73779,0.73625,0.73774,5735470000
NZDUSD,20180411,15:00,0.73777,0.73783,0.73666,0.7368,5431410000
NZDUSD,20180411,16:00,0.7368,0.73707,0.73623,0.73629,4025190000
NZDUSD,20180411,17:00,0.73629,0.73641,0.73556,0.73585,2789840000
NZDUSD,20180411,18:00,0.73589,0.73598,0.73443,0.73536,4029550000
NZDUSD,20180411,19:00,0.73532,0.73592,0.73524,0.73551,2720600000
NZDUSD,20180411,20:00,0.7355,0.73601,0.73543,0.73563,1232610000
NZDUSD,20180411,21:00,0.73561,0.7363,0.73484,0.73549,2283900000
NZDUSD,20180411,22:00,0.73544,0.73625,0.73542,0.73607,829900000
NZDUSD,20180411,23:00,0.73607,0.73681,0.73581,0.73674,1510110000
NZDUSD,20180412,0:0,0.73674,0.73757,0.73648,0.73737,2544710000
NZDUSD,20180412,10:00,0.73738,0.73767,0.73621,0.73626,2119440000
NZDUSD,20180412,20:00,0.73626,0.73691,0.73612,0.73638,2314410000
NZDUSD,20180412,3:00,0.73638,0.73694,0.73636,0.73646,2475380000
NZDUSD,20180412,4:00,0.73646,0.73671,0.73555,0.73598,1999510000
NZDUSD,20180412,5:00,0.73599,0.73701,0.73569,0.73691,1850420000
NZDUSD,20180412,6:00,0.73692,0.7378,0.7368,0.73728,2632320000
NZDUSD,20180412,7:00,0.73728,0.73873,0.73717,0.73822,4971510000
NZDUSD,20180412,8:00,0.7382,0.73891,0.73798,0.73798,3790430000
NZDUSD,20180412,9:00,0.73798,0.73813,0.73696,0.73771,3971930000
NZDUSD,20180412,10:00,0.73771,0.73829,0.73755,0.73807,3943410000
NZDUSD,20180412,11:00,0.73809,0.7384,0.73766,0.73766,4574550000
NZDUSD,20180412,12:00,0.73767,0.73803,0.73715,0.73718,6064230000
NZDUSD,20180412,13:00,0.73719,0.73759,0.73618,0.73654,7722230000
NZDUSD,20180412,14:00,0.73653,0.73772,0.73634,0.73765,7264820000
NZDUSD,20180412,15:00,0.73765,0.73807,0.73679,0.73738,5099020000
NZDUSD,20180412,16:00,0.73738,0.73811,0.7372,0.73799,3343730000
NZDUSD,20180412,17:00,0.73802,0.73849,0.73787,0.73817,3831630000
NZDUSD,20180412,18:00,0.73817,0.73825,0.73784,0.73802,1765310000
NZDUSD,20180412,19:00,0.73802,0.73807,0.73763,0.73765,2054210000
NZDUSD,20180412,20:00,0.73765,0.7378,0.73711,0.73717,1922790000
NZDUSD,20180412,21:00,0.73715,0.73816,0.73711,0.73762,922160000
NZDUSD,20180412,22:00,0.73758,0.73802,0.73751,0.73766,677910000
NZDUSD,20180412,23:00,0.73765,0.73796,0.73751,0.73786,1229380000
NZDUSD,20180413,0:0,0.73786,0.73828,0.73765,0.73797,2529300000
NZDUSD,20180413,10:00,0.73798,0.73823,0.73713,0.73722,2464970000
NZDUSD,20180413,20:00,0.73721,0.73779,0.73677,0.73755,2904520000
NZDUSD,20180413,3:00,0.73754,0.73787,0.73731,0.73746,1737930000
NZDUSD,20180413,4:00,0.73746,0.73753,0.73701,0.73747,1224670000
NZDUSD,20180413,5:00,0.73747,0.73798,0.73731,0.73779,1381160000
NZDUSD,20180413,6:00,0.73779,0.73914,0.7374,0.73874,4357160000
NZDUSD,20180413,7:00,0.73875,0.73926,0.73823,0.73874,4425570000
NZDUSD,20180413,8:00,0.73874,0.7395,0.7387,0.73886,4506070000
NZDUSD,20180413,9:00,0.73886,0.739,0.73835,0.73875,2352360000
NZDUSD,20180413,10:00,0.73876,0.73928,0.73842,0.73842,2367860000
NZDUSD,20180413,11:00,0.73841,0.73866,0.73773,0.73777,3772570000
NZDUSD,20180413,12:00,0.73778,0.73783,0.73633,0.7364,3950420000
NZDUSD,20180413,13:00,0.73642,0.73661,0.73553,0.73556,4160290000
NZDUSD,20180413,14:00,0.73555,0.73657,0.73546,0.73612,4137700000
NZDUSD,20180413,15:00,0.7361,0.7363,0.73452,0.7349,3312980000
NZDUSD,20180413,16:00,0.73491,0.73515,0.73461,0.73501,2038300000
NZDUSD,20180413,17:00,0.73501,0.73522,0.73466,0.73512,1986640000
NZDUSD,20180413,18:00,0.73511,0.73511,0.73451,0.73472,1742870000
NZDUSD,20180413,19:00,0.7347,0.73544,0.7347,0.7353,2264920000
NZDUSD,20180413,20:00,0.7353,0.73532,0.73492,0.73509,1829480000
NZDUSD,20180415,21:00,0.73519,0.73551,0.73509,0.73538,440200000
NZDUSD,20180415,22:00,0.73537,0.73539,0.73475,0.73538,1254190000
NZDUSD,20180415,23:00,0.73536,0.73538,0.73467,0.73472,1094250000
NZDUSD,20180416,0:0,0.73471,0.73572,0.73468,0.73564,1722220000
NZDUSD,20180416,10:00,0.73564,0.73626,0.73501,0.73521,1922360000
NZDUSD,20180416,20:00,0.73522,0.73635,0.73519,0.73625,1233530000
NZDUSD,20180416,3:00,0.73624,0.73627,0.73537,0.73538,1903260000
NZDUSD,20180416,4:00,0.73539,0.73573,0.73528,0.73551,1693000000
NZDUSD,20180416,5:00,0.7355,0.73551,0.73508,0.73515,1989110000
NZDUSD,20180416,6:00,0.73516,0.73565,0.73409,0.73424,3543060000
NZDUSD,20180416,7:00,0.73421,0.73601,0.73418,0.7359,3286580000
NZDUSD,20180416,8:00,0.73591,0.73614,0.73488,0.73497,3507460000
NZDUSD,20180416,9:00,0.73495,0.73495,0.73428,0.73436,3152230000
NZDUSD,20180416,10:00,0.73436,0.73447,0.73353,0.73364,4082370000
NZDUSD,20180416,11:00,0.73366,0.73441,0.7336,0.73418,2683770000
NZDUSD,20180416,12:00,0.73418,0.73472,0.73333,0.7347,4682600000
NZDUSD,20180416,13:00,0.73465,0.73625,0.73449,0.73621,5580190000
NZDUSD,20180416,14:00,0.73621,0.73707,0.73618,0.73648,4423020000
NZDUSD,20180416,15:00,0.73647,0.73659,0.73588,0.73605,3698260000
NZDUSD,20180416,16:00,0.73605,0.73671,0.73589,0.73649,1655860000
NZDUSD,20180416,17:00,0.73649,0.73653,0.736,0.73628,2943920000
NZDUSD,20180416,18:00,0.73629,0.73633,0.73595,0.73597,3039380000
NZDUSD,20180416,19:00,0.73598,0.7361,0.73547,0.73561,1261310000
NZDUSD,20180416,20:00,0.73561,0.73631,0.73556,0.7361,1167020000
NZDUSD,20180416,21:00,0.73602,0.73641,0.73596,0.73637,875490000
NZDUSD,20180416,22:00,0.73637,0.73666,0.73612,0.73661,730510000
NZDUSD,20180416,23:00,0.73664,0.73686,0.73648,0.73651,1024510000
NZDUSD,20180417,0:0,0.7365,0.73721,0.73634,0.73686,1719860000
NZDUSD,20180417,10:00,0.73689,0.73712,0.73504,0.73542,3057660000
NZDUSD,20180417,20:00,0.73542,0.73622,0.7352,0.73576,2949780000
NZDUSD,20180417,3:00,0.73577,0.7358,0.73485,0.73487,1718250000
NZDUSD,20180417,4:00,0.73488,0.73491,0.7341,0.73426,1549160000
NZDUSD,20180417,5:00,0.73426,0.73429,0.73382,0.73406,1912400000
NZDUSD,20180417,6:00,0.73406,0.73535,0.73406,0.73508,2655780000
NZDUSD,20180417,7:00,0.73508,0.7353,0.73438,0.73465,3131510000
NZDUSD,20180417,8:00,0.73464,0.73501,0.73442,0.7346,2894360000
NZDUSD,20180417,9:00,0.73465,0.73476,0.73355,0.73412,3386180000
NZDUSD,20180417,10:00,0.73411,0.73444,0.73381,0.73391,3699920000
NZDUSD,20180417,11:00,0.73391,0.73441,0.7338,0.73398,3029210000
NZDUSD,20180417,12:00,0.73398,0.73424,0.73263,0.73275,5025320000
NZDUSD,20180417,13:00,0.73274,0.73367,0.73264,0.73309,4185410000
NZDUSD,20180417,14:00,0.73311,0.73418,0.73273,0.73351,4398370000
NZDUSD,20180417,15:00,0.73353,0.734,0.73324,0.73374,2866120000
NZDUSD,20180417,16:00,0.73374,0.73414,0.73324,0.73404,2130880000
NZDUSD,20180417,17:00,0.73404,0.73444,0.73358,0.73383,2541030000
NZDUSD,20180417,18:00,0.73383,0.73439,0.73368,0.73374,1505580000
NZDUSD,20180417,19:00,0.73372,0.73426,0.73371,0.73388,1310060000
NZDUSD,20180417,20:00,0.73385,0.73423,0.73382,0.73401,1366210000
NZDUSD,20180417,21:00,0.73393,0.73418,0.7336,0.7337,523780000
NZDUSD,20180417,22:00,0.73375,0.73426,0.73374,0.73426,405810000
NZDUSD,20180417,23:00,0.73426,0.73445,0.73382,0.73389,707740000
NZDUSD,20180418,0:0,0.73389,0.73394,0.73288,0.73299,2173940000
NZDUSD,20180418,10:00,0.73298,0.73356,0.73279,0.73344,2146490000
NZDUSD,20180418,20:00,0.73346,0.73389,0.7334,0.73376,1413280000
NZDUSD,20180418,3:00,0.73377,0.73387,0.73354,0.73384,952090000
NZDUSD,20180418,4:00,0.73384,0.73384,0.73343,0.73358,1196840000
NZDUSD,20180418,5:00,0.73357,0.73388,0.73338,0.73368,1593110000
NZDUSD,20180418,6:00,0.73367,0.73389,0.73176,0.7321,3417210000
NZDUSD,20180418,7:00,0.7321,0.73213,0.73099,0.73123,3546420000
NZDUSD,20180418,8:00,0.73123,0.73179,0.73068,0.73074,3185430000
NZDUSD,20180418,9:00,0.73075,0.73157,0.73033,0.73094,3602220000
NZDUSD,20180418,10:00,0.73094,0.73164,0.73082,0.73156,2626830000
NZDUSD,20180418,11:00,0.73156,0.73219,0.73147,0.73173,2107250000
NZDUSD,20180418,12:00,0.73173,0.73287,0.73172,0.73264,3846270000
NZDUSD,20180418,13:00,0.73264,0.73356,0.73258,0.73351,5326660000
NZDUSD,20180418,14:00,0.73351,0.73432,0.73262,0.7338,8939070000
NZDUSD,20180418,15:00,0.73382,0.73382,0.73237,0.73266,5950390000
NZDUSD,20180418,16:00,0.73266,0.73295,0.7323,0.7326,3848210000
NZDUSD,20180418,17:00,0.7326,0.7326,0.73195,0.73206,3301690000
NZDUSD,20180418,18:00,0.73207,0.73243,0.73192,0.73235,2806630000
NZDUSD,20180418,19:00,0.73237,0.7324,0.7319,0.7322,1726100000
NZDUSD,20180418,20:00,0.7322,0.73255,0.73127,0.73127,1020290000
NZDUSD,20180418,21:00,0.73125,0.73237,0.73095,0.73148,1409590000
NZDUSD,20180418,22:00,0.73149,0.73428,0.73144,0.73281,1518740000
NZDUSD,20180418,23:00,0.7328,0.73306,0.7321,0.73232,1421150000
NZDUSD,20180419,0:0,0.73234,0.73247,0.73107,0.73114,2563400000
NZDUSD,20180419,10:00,0.73111,0.73196,0.73107,0.73149,3358280000
NZDUSD,20180419,20:00,0.73148,0.7316,0.73091,0.73148,2174240000
NZDUSD,20180419,3:00,0.73149,0.73274,0.73146,0.73216,2127630000
NZDUSD,20180419,4:00,0.73217,0.73293,0.73207,0.73226,1659930000
NZDUSD,20180419,5:00,0.73225,0.73309,0.7322,0.73266,1854920000
NZDUSD,20180419,6:00,0.73266,0.73298,0.73183,0.73244,3763810000
NZDUSD,20180419,7:00,0.73245,0.73266,0.73134,0.73164,3478580000
NZDUSD,20180419,8:00,0.73163,0.73177,0.73079,0.73124,4080670000
NZDUSD,20180419,9:00,0.73125,0.73143,0.73077,0.73125,2761410000
NZDUSD,20180419,10:00,0.73125,0.7313,0.73019,0.73056,3199900000
NZDUSD,20180419,11:00,0.73056,0.73077,0.73011,0.73059,2467150000
NZDUSD,20180419,12:00,0.73059,0.73101,0.72996,0.73014,5294030000
NZDUSD,20180419,13:00,0.73012,0.73026,0.72931,0.72997,6014710000
NZDUSD,20180419,14:00,0.72996,0.73034,0.72964,0.72964,4506890000
NZDUSD,20180419,15:00,0.72963,0.72972,0.72773,0.72788,5220670000
NZDUSD,20180419,16:00,0.72787,0.7279,0.72697,0.72733,5124670000
NZDUSD,20180419,17:00,0.72728,0.72733,0.72623,0.72666,4886320000
NZDUSD,20180419,18:00,0.72666,0.72667,0.72596,0.72618,3281930000
NZDUSD,20180419,19:00,0.72613,0.72707,0.7261,0.72692,1923470000
NZDUSD,20180419,20:00,0.72692,0.72728,0.72687,0.72687,1980980000
NZDUSD,20180419,21:00,0.72687,0.72715,0.72658,0.72703,2551900000
NZDUSD,20180419,22:00,0.72703,0.72712,0.72644,0.72647,590410000
NZDUSD,20180419,23:00,0.72647,0.72674,0.72548,0.72548,1371640000
NZDUSD,20180420,0:0,0.72547,0.72549,0.72458,0.72508,3458110000
NZDUSD,20180420,10:00,0.72506,0.72517,0.72393,0.72494,2637070000
NZDUSD,20180420,20:00,0.72492,0.72504,0.72416,0.7242,2134840000
